,id,year,doy,longitude,latitude,grid10k,covertype,fuelcode,area_burned,prefire_fuel,consumed_fuel,ECO2,ECO,ECH4,EPM2.5,cwd_frac,duff_frac,fuel_moisture_class,burn_source,burnday_source,BSEV,BSEV_flag
5411529,283833,2005,206,-120.2533,45.836000000000006,115299,1,1,0.0,106.36961399999998,98.923741,165.89511399999995,6.924662,0.265116,1.009022,0.0,0.0,2,1,15,1,0
5411530,283834,2005,206,-120.2502,45.8366,115299,2,2,62500.0,384.11872200000005,345.70685,579.750387,24.199479,0.926494,3.52621,0.0,0.0,2,1,15,2,0
5411531,283835,2005,206,-120.24700000000001,45.8371,115299,1,1,62500.0,140.21958600000002,130.404215,218.687869,9.128295,0.349483,1.330123,0.0,0.0,2,1,15,2,0
5411532,283836,2005,205,-120.2439,45.8377,115299,1,1,62500.0,147.95352,137.596774,230.749789,9.631774,0.368759,1.4034870000000002,0.0,0.0,2,1,15,2,0
5411533,283837,2005,205,-120.2408,45.8383,115299,2,2,62500.0,399.922848,359.930563,603.603554,25.195139,0.964614,3.671292,0.0,0.0,2,1,15,2,0
5411534,283838,2005,205,-120.2377,45.8388,115299,1,1,62500.0,155.79953999999995,144.893572,242.986521,10.14255,0.388315,1.477914,0.0,0.0,2,1,15,2,0
5411535,283839,2005,205,-120.2346,45.8394,115299,1,1,62500.0,118.138644,109.86893899999998,184.250211,7.690825999999999,0.294449,1.120663,0.0,0.0,2,1,15,2,0
5411536,283840,2005,205,-120.2315,45.84,115299,1,1,62500.0,96.057702,89.333663,149.812553,6.253356,0.239414,0.911203,0.0,0.0,2,1,15,2,0
5411537,283841,2005,205,-120.2284,45.8406,115299,1,1,62500.0,106.145442,98.715261,165.545493,6.910067999999999,0.26455700000000004,1.006896,0.0,0.0,2,1,15,2,0
5411603,283907,2005,206,-120.2603,45.836999999999996,115299,1,1,62500.0,164.542248,153.024291,256.621735,10.7117,0.410105,1.560848,0.0,0.0,2,1,15,2,0
5411604,283908,2005,206,-120.2572,45.8376,115299,1,1,62500.0,134.166942,124.775256,209.248104,8.734268,0.33439800000000003,1.272708,0.0,0.0,2,1,15,2,0
5411605,283909,2005,206,-120.2541,45.8382,115299,2,2,62500.0,351.725868,316.553281,530.859853,22.15873,0.8483629999999999,3.228843,0.0,0.0,2,1,15,2,0
5411606,283910,2005,206,-120.251,45.8388,115299,1,1,62500.0,155.463282,144.580852,242.462089,10.12066,0.387477,1.474725,0.0,0.0,2,1,15,2,0
5411607,283911,2005,206,-120.2479,45.8393,115299,2,2,62500.0,421.107102,378.996392,635.576949,26.529747,1.01571,3.865763,0.0,0.0,2,1,15,2,0
5411608,283912,2005,206,-120.2447,45.8399,115299,1,1,62500.0,150.643584,140.098533,234.94524,9.806897,0.375464,1.429005,0.0,0.0,2,1,15,2,0
5411609,283913,2005,205,-120.2416,45.8405,115299,2,2,0.0,401.940396,361.746356,606.64864,25.322245,0.96948,3.689813,0.0,0.0,2,1,15,1,0
5411610,283914,2005,205,-120.2385,45.841,115299,1,1,62500.0,134.727372,125.296456,210.122157,8.770752,0.33579499999999995,1.278024,0.0,0.0,2,1,15,2,0
5411611,283915,2005,205,-120.2354,45.8416,115299,1,1,62500.0,103.231206,96.005022,161.000421,6.720352,0.257293,0.979251,0.0,0.0,2,1,15,2,0
5411612,283916,2005,205,-120.2323,45.8422,115299,2,2,62500.0,319.333014,287.399713,481.969318,20.11798,0.770231,2.931477,0.0,0.0,2,1,15,2,0
5411613,283917,2005,205,-120.2292,45.8427,115299,2,2,62500.0,496.765152,447.088637,749.767644,31.296205,1.198198,4.560304,0.0,0.0,2,1,15,2,0
5411679,283983,2005,206,-120.2611,45.8392,115760,1,1,62500.0,164.87850600000004,153.33701100000005,257.146167,10.733591,0.410943,1.5640379999999998,0.0,0.0,2,1,15,2,0
5411680,283984,2005,206,-120.258,45.8398,115760,1,1,62500.0,163.981818,152.50309099999996,255.747683,10.675216,0.408708,1.555532,0.0,0.0,2,1,15,2,0
5411681,283985,2005,206,-120.2518,45.8409,115760,1,1,62500.0,146.720574,136.45013400000002,228.82687400000003,9.551509,0.365686,1.391791,0.0,0.0,2,1,15,2,0
5411682,283986,2005,206,-120.2487,45.8415,115760,1,1,62500.0,155.79953999999995,144.893572,242.986521,10.14255,0.388315,1.477914,0.0,0.0,2,1,15,2,0
5411683,283987,2005,206,-120.2456,45.8421,115760,1,1,62500.0,147.617262,137.284054,230.225358,9.609884,0.367921,1.400297,0.0,0.0,2,1,15,2,0
5411684,283988,2005,205,-120.2424,45.8426,115760,1,1,62500.0,153.669906,142.91301299999995,239.66512200000003,10.003911,0.383007,1.4577129999999998,0.0,0.0,2,1,15,2,0
5411685,283989,2005,205,-120.2393,45.8432,115760,1,1,62500.0,124.303374,115.60213799999998,193.864785,8.09215,0.309814,1.179142,0.0,0.0,2,1,15,2,0
5411686,283990,2005,205,-120.2362,45.8438,115760,1,1,62500.0,84.400758,78.492705,131.632266,5.494489,0.21036,0.8006260000000001,0.0,0.0,2,1,15,2,0
5411687,283991,2005,205,-120.2331,45.8443,115760,2,2,62500.0,328.748238,295.873414,496.179716,20.711139000000006,0.792941,3.017909,0.0,0.0,2,1,15,2,0
5411688,283992,2005,205,-120.23,45.8449,115760,1,1,62500.0,113.879376,105.90782,177.60741399999995,7.413547,0.283833,1.08026,0.0,0.0,2,1,15,2,0
5411751,284055,2005,206,-120.2588,45.842,115760,1,1,62500.0,160.731324,149.480131,250.67818,10.463609,0.400607,1.524697,0.0,0.0,2,1,15,2,0
5411752,284056,2005,206,-120.2526,45.8431,115760,2,2,0.0,342.98316,308.684844,517.664483,21.607939,0.827275,3.148585,0.0,0.0,2,1,15,1,0
5411753,284057,2005,206,-120.2495,45.8437,115760,0,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,15,2,0
5411754,284058,2005,206,-120.2464,45.8442,115760,2,2,0.0,388.826334,349.943701,586.855586,24.496059,0.937849,3.569426,0.0,0.0,2,1,15,1,0
5411755,284059,2005,205,-120.2433,45.8448,115760,82,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,15,2,0
5411756,284060,2005,205,-120.2401,45.8454,115760,1,1,62500.0,130.01976000000002,120.918377,202.780118,8.464286,0.324061,1.233367,0.0,0.0,2,1,15,2,0
5411757,284061,2005,205,-120.23700000000001,45.846000000000004,115760,1,1,62500.0,90.453402,84.121664,141.07203,5.888516,0.225446,0.8580409999999999,0.0,0.0,2,1,15,2,0
5411758,284062,2005,205,-120.2339,45.8465,115760,2,2,62500.0,131.58896399999998,118.430068,198.607223,8.290105,0.317393,1.207987,0.0,0.0,2,1,15,2,0
5411820,284124,2005,206,-120.2503,45.8459,115760,1,1,62500.0,123.967116,115.289418,193.340354,8.070259,0.30897600000000003,1.175952,0.0,0.0,2,1,15,2,0
5411821,284125,2005,206,-120.2472,45.8464,115760,2,2,62500.0,400.931622,360.83846,605.126097,25.258692,0.967047,3.680552,0.0,0.0,2,1,15,2,0
5411822,284126,2005,205,-120.2441,45.847,115760,82,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,15,2,0
5411823,284127,2005,205,-120.241,45.8476,115760,1,1,62500.0,129.235158,120.188697,201.556445,8.413209,0.322106,1.225925,0.0,0.0,2,1,15,2,0
5411824,284128,2005,205,-120.2378,45.8481,115760,2,2,62500.0,445.429764,400.886788,672.287143,28.062075,1.074377,4.089045,0.0,0.0,2,1,15,2,0
5411888,284192,2005,206,-120.2511,45.848,115760,2,2,0.0,131.028534,117.925681,197.761366,8.254798,0.316041,1.202842,0.0,0.0,2,1,15,1,0
5411889,284193,2005,206,-120.24799999999999,45.8486,115760,1,1,62500.0,121.389138,112.891898,189.319714,7.902433,0.30255,1.151497,0.0,0.0,2,1,15,2,0
5411890,284194,2005,206,-120.2449,45.8492,115760,82,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,15,2,0
5411891,284195,2005,205,-120.2418,45.8497,115760,0,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,15,2,0
5411892,284196,2005,205,-120.2387,45.8503,115760,1,1,62500.0,99.980712,92.982062,155.930918,6.508744,0.249192,0.948417,0.0,0.0,2,1,81,2,0
5411956,284260,2005,206,-120.2519,45.8502,115760,1,1,62500.0,138.650382,128.94485500000002,216.24052200000003,9.02614,0.345572,1.315238,0.0,0.0,2,1,15,2,0
5411957,284261,2005,206,-120.2488,45.8508,115760,1,1,62500.0,140.443758,130.612695,219.037489,9.142889,0.350042,1.332249,0.0,0.0,2,1,81,2,0
5411958,284262,2005,206,-120.2457,45.8514,115760,82,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,81,2,0
5411959,284263,2005,205,-120.2426,45.8519,115760,1,1,62500.0,147.39309,137.075574,229.875737,9.59529,0.367363,1.3981709999999998,0.0,0.0,2,1,81,2,0
5411960,284264,2005,205,-120.2395,45.8525,115760,2,2,62500.0,158.153346,142.33801100000005,238.700845,9.963661,0.381466,1.451848,0.0,0.0,2,1,81,2,0
5412026,284330,2005,206,-120.2465,45.8535,115760,1,1,62500.0,147.056832,136.762854,229.351306,9.5734,0.366524,1.394981,0.0,0.0,2,1,81,2,0
5412027,284331,2005,205,-120.2434,45.8541,115760,1,1,62500.0,137.97786599999998,128.319415,215.19166,8.982358999999997,0.343896,1.308858,0.0,0.0,2,1,81,2,0
5412028,284332,2005,205,-120.2403,45.8547,115760,2,2,62500.0,116.905698,105.215128,176.44576999999995,7.365059,0.281977,1.073194,0.0,0.0,2,1,81,2,0
5412088,284392,2005,206,-120.2473,45.8557,115760,1,1,62500.0,133.270254,123.941336,207.849621,8.675894,0.332163,1.264202,0.0,0.0,2,1,81,2,0
5412089,284393,2005,205,-120.2442,45.8563,115760,1,1,62500.0,112.534344,104.65694,175.50968799999995,7.325986,0.280481,1.067501,0.0,0.0,2,1,81,2,0
5412153,284457,2005,206,-120.2481,45.8579,115760,1,1,62500.0,137.30535,127.693976,214.14279700000003,8.938578,0.34222,1.3024790000000002,0.0,0.0,2,1,81,2,0
5449052,321356,2005,205,-120.2115,45.7642,115299,1,1,62500.0,125.760492,116.957258,196.137321,8.187008,0.313445,1.192964,0.0,0.0,2,3,81,2,1
5449053,321357,2005,205,-120.2115,45.7642,115299,1,1,0.0,125.760492,116.957258,196.137321,8.187008,0.313445,1.192964,0.0,0.0,2,3,81,1,1
5449054,321358,2005,205,-120.2084,45.7647,115299,1,1,0.0,114.663978,106.6375,178.83108700000003,7.464625,0.285788,1.087702,0.0,0.0,2,3,81,1,1
5449055,321359,2005,205,-120.2084,45.7647,115299,1,1,62500.0,114.663978,106.6375,178.83108700000003,7.464625,0.285788,1.087702,0.0,0.0,2,3,81,2,1
5449056,321360,2005,205,-120.2053,45.7653,115299,2,2,62500.0,256.67694,231.009246,387.402506,16.170647,0.619105,2.356294,0.0,0.0,2,3,81,2,1
5449057,321361,2005,205,-120.2053,45.7653,115299,2,2,62500.0,256.67694,231.009246,387.402506,16.170647,0.619105,2.356294,0.0,0.0,2,3,81,3,1
5449059,321363,2005,205,-120.2216,45.7647,115299,1,1,62500.0,148.738122,138.326453,231.973462,9.682852,0.370715,1.41093,0.0,0.0,2,3,81,2,1
5449060,321364,2005,205,-120.2216,45.7647,115299,1,1,62500.0,148.738122,138.326453,231.973462,9.682852,0.370715,1.41093,0.0,0.0,2,3,81,3,1
5449061,321365,2005,205,-120.2185,45.7652,115299,2,2,62500.0,389.49885,350.548965,587.8706139999998,24.538428,0.939471,3.575599,0.0,0.0,2,3,81,2,1
5449062,321366,2005,205,-120.2185,45.7652,115299,2,2,62500.0,389.49885,350.548965,587.8706139999998,24.538428,0.939471,3.575599,0.0,0.0,2,3,81,2,1
5449063,321367,2005,205,-120.2154,45.7658,115299,1,1,0.0,131.70105,122.481976,205.402275,8.573738,0.328252,1.249316,0.0,0.0,2,3,81,1,1
5449064,321368,2005,205,-120.2154,45.7658,115299,1,1,62500.0,131.70105,122.481976,205.402275,8.573738,0.328252,1.249316,0.0,0.0,2,3,81,2,1
5449065,321369,2005,205,-120.2123,45.7664,115299,2,2,62500.0,369.211284,332.290156,557.250591,23.260311,0.8905379999999999,3.38936,0.0,0.0,2,3,81,2,1
5449066,321370,2005,205,-120.2123,45.7664,115299,2,2,62500.0,369.211284,332.290156,557.250591,23.260311,0.8905379999999999,3.38936,0.0,0.0,2,3,81,2,1
5449067,321371,2005,205,-120.2092,45.7669,115299,1,1,0.0,121.949568,113.413098,190.193766,7.938917,0.303947,1.156814,0.0,0.0,2,3,81,1,1
5449068,321372,2005,205,-120.2092,45.7669,115299,1,1,62500.0,121.949568,113.413098,190.193766,7.938917,0.303947,1.156814,0.0,0.0,2,3,81,2,1
5449069,321373,2005,205,-120.2061,45.7675,115299,2,2,62500.0,461.121804,415.009624,695.971139,29.050674,1.112226,4.233098,0.0,0.0,2,3,81,2,1
5449070,321374,2005,205,-120.2061,45.7675,115299,2,2,62500.0,461.121804,415.009624,695.971139,29.050674,1.112226,4.233098,0.0,0.0,2,3,81,4,1
5449072,321376,2005,205,-120.2224,45.7668,115299,1,1,62500.0,163.981818,152.50309099999996,255.747683,10.675216,0.408708,1.555532,0.0,0.0,2,3,81,3,1
5449073,321377,2005,205,-120.2224,45.7668,115299,1,1,62500.0,163.981818,152.50309099999996,255.747683,10.675216,0.408708,1.555532,0.0,0.0,2,3,81,4,1
5449074,321378,2005,205,-120.2193,45.7674,115299,1,1,62500.0,121.725396,113.204618,189.844145,7.9243229999999985,0.303388,1.154687,0.0,0.0,2,3,81,2,1
5449075,321379,2005,205,-120.2193,45.7674,115299,1,1,62500.0,121.725396,113.204618,189.844145,7.9243229999999985,0.303388,1.154687,0.0,0.0,2,3,81,2,1
5449076,321380,2005,205,-120.2162,45.768,115299,2,2,0.0,354.079674,318.671707,534.4124519999998,22.307019,0.8540399999999999,3.250451,0.0,0.0,2,3,81,1,1
5449077,321381,2005,205,-120.2162,45.768,115299,2,2,62500.0,354.079674,318.671707,534.4124519999998,22.307019,0.8540399999999999,3.250451,0.0,0.0,2,3,81,3,1
5449078,321382,2005,205,-120.2131,45.7685,115299,1,1,62500.0,123.967116,115.289418,193.340354,8.070259,0.30897600000000003,1.175952,0.0,0.0,2,3,81,2,1
5449079,321383,2005,205,-120.2131,45.7685,115299,1,1,62500.0,123.967116,115.289418,193.340354,8.070259,0.30897600000000003,1.175952,0.0,0.0,2,3,81,2,1
5449080,321384,2005,205,-120.21,45.7691,115299,2,2,0.0,364.952016,328.456814,550.822078,22.991977,0.8802639999999999,3.35026,0.0,0.0,2,3,81,1,1
5449081,321385,2005,205,-120.21,45.7691,115299,2,2,62500.0,364.952016,328.456814,550.822078,22.991977,0.8802639999999999,3.35026,0.0,0.0,2,3,81,2,1
5449082,321386,2005,205,-120.2069,45.7697,115299,2,2,62500.0,308.4606720000001,277.614605,465.559692,19.433022,0.744007,2.831669,0.0,0.0,2,3,81,3,1
5449083,321387,2005,205,-120.2069,45.7697,115299,2,2,62500.0,308.4606720000001,277.614605,465.559692,19.433022,0.744007,2.831669,0.0,0.0,2,3,81,2,1
5449084,321388,2005,205,-120.2232,45.769,115299,2,2,62500.0,399.02616,359.123544,602.250183,25.138648,0.962451,3.66306,0.0,0.0,2,3,81,2,1
5449085,321389,2005,205,-120.2232,45.769,115299,2,2,62500.0,399.02616,359.123544,602.250183,25.138648,0.962451,3.66306,0.0,0.0,2,3,81,2,1
5449086,321390,2005,205,-120.2201,45.7696,115299,1,1,0.0,139.434984,129.67453500000002,217.464195,9.077217,0.347528,1.32268,0.0,0.0,2,3,81,1,1
5449087,321391,2005,205,-120.2201,45.7696,115299,1,1,62500.0,139.434984,129.67453500000002,217.464195,9.077217,0.347528,1.32268,0.0,0.0,2,3,81,2,1
5449088,321392,2005,205,-120.21700000000001,45.7701,115299,2,2,62500.0,383.446206,345.101585,578.735359,24.157111,0.924872,3.520036,0.0,0.0,2,3,81,2,1
5449089,321393,2005,205,-120.21700000000001,45.7701,115299,2,2,62500.0,383.446206,345.101585,578.735359,24.157111,0.924872,3.520036,0.0,0.0,2,3,81,2,1
5449090,321394,2005,205,-120.2139,45.7707,115299,1,1,62500.0,122.958342,114.351258,191.76706,8.004588,0.30646100000000004,1.166383,0.0,0.0,2,3,81,2,1
5449091,321395,2005,205,-120.2139,45.7707,115299,1,1,62500.0,122.958342,114.351258,191.76706,8.004588,0.30646100000000004,1.166383,0.0,0.0,2,3,81,2,1
5449092,321396,2005,205,-120.2108,45.7713,115299,1,1,62500.0,133.718598,124.358296,208.548863,8.705081,0.33328,1.268455,0.0,0.0,2,3,81,2,1
5449093,321397,2005,205,-120.2108,45.7713,115299,1,1,0.0,133.718598,124.358296,208.548863,8.705081,0.33328,1.268455,0.0,0.0,2,3,81,1,1
5449094,321398,2005,205,-120.2077,45.7719,115299,1,1,62500.0,36.652122,34.086473,57.163016000000006,2.386053,0.091352,0.347682,0.0,0.0,2,3,81,2,1
5449095,321399,2005,205,-120.2077,45.7719,115299,1,1,62500.0,36.652122,34.086473,57.163016000000006,2.386053,0.091352,0.347682,0.0,0.0,2,3,81,3,1
5449096,321400,2005,205,-120.2046,45.7724,115299,2,2,62500.0,258.246144,232.42153,389.770905,16.269507,0.6228899999999999,2.3707,0.0,0.0,2,3,81,3,1
5449097,321401,2005,205,-120.2046,45.7724,115299,2,2,62500.0,258.246144,232.42153,389.770905,16.269507,0.6228899999999999,2.3707,0.0,0.0,2,3,81,3,1
5449100,321404,2005,205,-120.22399999999999,45.7712,115299,1,1,62500.0,142.125048,132.17629499999998,221.659646,9.252341,0.354232,1.348198,0.0,0.0,2,3,81,3,1
5449101,321405,2005,205,-120.22399999999999,45.7712,115299,1,1,0.0,142.125048,132.17629499999998,221.659646,9.252341,0.354232,1.348198,0.0,0.0,2,3,81,1,1
5449102,321406,2005,205,-120.2209,45.7718,115299,2,2,62500.0,368.090424,331.281382,555.5588769999998,23.189697,0.887834,3.37907,0.0,0.0,2,3,81,4,1
5449103,321407,2005,205,-120.2209,45.7718,115299,2,2,62500.0,368.090424,331.281382,555.5588769999998,23.189697,0.887834,3.37907,0.0,0.0,2,3,81,2,1
5449104,321408,2005,205,-120.2178,45.7723,115299,1,1,62500.0,124.079202,115.393658,193.515164,8.077556,0.309255,1.177015,0.0,0.0,2,3,81,2,1
5449105,321409,2005,205,-120.2178,45.7723,115299,1,1,62500.0,124.079202,115.393658,193.515164,8.077556,0.309255,1.177015,0.0,0.0,2,3,81,2,1
5449106,321410,2005,205,-120.2147,45.7729,115299,2,2,62500.0,371.116746,334.005071,560.126505,23.380355,0.895134,3.406852,0.0,0.0,2,3,81,2,1
5449107,321411,2005,205,-120.2147,45.7729,115299,2,2,62500.0,371.116746,334.005071,560.126505,23.380355,0.895134,3.406852,0.0,0.0,2,3,81,4,1
5449108,321412,2005,205,-120.2116,45.7735,115299,1,1,62500.0,123.85503,115.185178,193.165543,8.062961999999999,0.308696,1.174889,0.0,0.0,2,3,81,2,1
5449109,321413,2005,205,-120.2116,45.7735,115299,1,1,62500.0,123.85503,115.185178,193.165543,8.062961999999999,0.308696,1.174889,0.0,0.0,2,3,81,2,1
5449110,321414,2005,205,-120.2085,45.773999999999994,115299,1,1,62500.0,103.455378,96.213502,161.350042,6.734945,0.257852,0.981378,0.0,0.0,2,3,81,2,1
5449111,321415,2005,205,-120.2085,45.773999999999994,115299,1,1,0.0,103.455378,96.213502,161.350042,6.734945,0.257852,0.981378,0.0,0.0,2,3,81,1,1
5449112,321416,2005,205,-120.2054,45.7746,115299,2,2,62500.0,283.353408,255.018067,427.665299,17.851264999999994,0.6834479999999999,2.601184,0.0,0.0,2,3,81,2,1
5449113,321417,2005,205,-120.2054,45.7746,115299,2,2,62500.0,283.353408,255.018067,427.665299,17.851264999999994,0.6834479999999999,2.601184,0.0,0.0,2,3,81,3,1
5449115,321419,2005,205,-120.2248,45.7734,115299,1,1,62500.0,136.296576,126.755816,212.569503,8.872907000000003,0.339706,1.292909,0.0,0.0,2,3,81,2,1
5449116,321420,2005,205,-120.2248,45.7734,115299,1,1,62500.0,136.296576,126.755816,212.569503,8.872907000000003,0.339706,1.292909,0.0,0.0,2,3,81,2,1
5449117,321421,2005,205,-120.2217,45.7739,115299,1,1,0.0,142.685478,132.697495,222.533698,9.288825,0.355629,1.353514,0.0,0.0,2,3,81,1,1
5449118,321422,2005,205,-120.2217,45.7739,115299,1,1,62500.0,142.685478,132.697495,222.533698,9.288825,0.355629,1.353514,0.0,0.0,2,3,81,2,1
5449119,321423,2005,205,-120.2186,45.7745,115299,1,1,0.0,145.7118,135.511974,227.25358,9.485838,0.363172,1.3822219999999998,0.0,0.0,2,3,81,1,1
5449120,321424,2005,205,-120.2186,45.7745,115299,1,1,62500.0,145.7118,135.511974,227.25358,9.485838,0.363172,1.3822219999999998,0.0,0.0,2,3,81,2,1
5449121,321425,2005,205,-120.2155,45.7751,115299,2,2,62500.0,363.046554,326.7418990000001,547.946164,22.871933,0.875668,3.332767,0.0,0.0,2,3,81,2,1
5449122,321426,2005,205,-120.2155,45.7751,115299,2,2,0.0,363.046554,326.7418990000001,547.946164,22.871933,0.875668,3.332767,0.0,0.0,2,3,81,1,1
5449123,321427,2005,205,-120.2124,45.7756,115299,1,1,62500.0,102.110346,94.962622,159.252317,6.647384,0.2545,0.968619,0.0,0.0,2,3,81,2,1
5449124,321428,2005,205,-120.2124,45.7756,115299,1,1,62500.0,102.110346,94.962622,159.252317,6.647384,0.2545,0.968619,0.0,0.0,2,3,81,2,1
5449125,321429,2005,205,-120.2093,45.7762,115299,1,1,62500.0,117.017784,108.826539,182.502106,7.617858,0.291655,1.110031,0.0,0.0,2,3,81,2,1
5449126,321430,2005,205,-120.2093,45.7762,115299,1,1,62500.0,117.017784,108.826539,182.502106,7.617858,0.291655,1.110031,0.0,0.0,2,3,81,2,1
5449127,321431,2005,205,-120.2062,45.7768,115299,1,1,62500.0,118.81116000000002,110.494379,185.299073,7.734607,0.296125,1.127043,0.0,0.0,2,3,81,2,1
5449128,321432,2005,205,-120.2062,45.7768,115299,1,1,62500.0,118.81116000000002,110.494379,185.299073,7.734607,0.296125,1.127043,0.0,0.0,2,3,81,2,1
5449129,321433,2005,205,-120.2031,45.7773,115299,2,2,62500.0,422.676306,380.408675,637.9453490000002,26.628607,1.019495,3.880168,0.0,0.0,2,3,81,2,1
5449130,321434,2005,205,-120.2031,45.7773,115299,2,2,62500.0,422.676306,380.408675,637.9453490000002,26.628607,1.019495,3.880168,0.0,0.0,2,3,81,2,1
5449132,321436,2005,205,-120.2225,45.7761,115299,1,1,0.0,151.540272,140.932453,236.343724,9.865272,0.377699,1.437511,0.0,0.0,2,3,81,1,1
5449133,321437,2005,205,-120.2225,45.7761,115299,1,1,62500.0,151.540272,140.932453,236.343724,9.865272,0.377699,1.437511,0.0,0.0,2,3,81,2,1
5449134,321438,2005,205,-120.2194,45.7767,115299,1,1,62500.0,170.93115,158.965969,266.585931,11.127618,0.426029,1.621453,0.0,0.0,2,3,81,2,1
5449135,321439,2005,205,-120.2194,45.7767,115299,1,1,0.0,170.93115,158.965969,266.585931,11.127618,0.426029,1.621453,0.0,0.0,2,3,81,1,1
5449136,321440,2005,205,-120.2163,45.7773,115299,1,1,0.0,145.26345600000005,135.095014,226.55433900000003,9.456651,0.362055,1.377969,0.0,0.0,2,3,15,1,1
5449137,321441,2005,205,-120.2163,45.7773,115299,1,1,62500.0,145.26345600000005,135.095014,226.55433900000003,9.456651,0.362055,1.377969,0.0,0.0,2,3,15,2,1
5449138,321442,2005,205,-120.2132,45.7778,115299,1,1,62500.0,142.237134,132.280535,221.834457,9.259637,0.354512,1.349261,0.0,0.0,2,3,15,2,1
5449139,321443,2005,205,-120.2132,45.7778,115299,1,1,0.0,142.237134,132.280535,221.834457,9.259637,0.354512,1.349261,0.0,0.0,2,3,15,1,1
5449140,321444,2005,205,-120.2101,45.7784,115299,2,2,62500.0,372.910122,335.6191100000001,562.833247,23.493338,0.899459,3.423315,0.0,0.0,2,3,15,3,1
5449141,321445,2005,205,-120.2101,45.7784,115299,2,2,62500.0,372.910122,335.6191100000001,562.833247,23.493338,0.899459,3.423315,0.0,0.0,2,3,15,3,1
5449142,321446,2005,205,-120.20700000000001,45.778999999999996,115299,2,2,62500.0,355.088448,319.579603,535.9349950000002,22.370572,0.8564729999999999,3.259712,0.0,0.0,2,3,15,2,1
5449143,321447,2005,205,-120.20700000000001,45.778999999999996,115299,2,2,0.0,355.088448,319.579603,535.9349950000002,22.370572,0.8564729999999999,3.259712,0.0,0.0,2,3,15,1,1
5449144,321448,2005,205,-120.2039,45.7795,115299,1,1,62500.0,62.09564399999999,57.748949,96.844987,4.042426,0.15476700000000002,0.589039,0.0,0.0,2,3,15,2,1
5449145,321449,2005,205,-120.2039,45.7795,115299,1,1,62500.0,62.09564399999999,57.748949,96.844987,4.042426,0.15476700000000002,0.589039,0.0,0.0,2,3,15,2,1
5449146,321450,2005,205,-120.2008,45.7801,115299,2,2,62500.0,267.437196,240.693476,403.64296,16.848543,0.645059,2.455073,0.0,0.0,2,3,15,2,1
5449147,321451,2005,205,-120.2008,45.7801,115299,2,2,62500.0,267.437196,240.693476,403.64296,16.848543,0.645059,2.455073,0.0,0.0,2,3,15,2,1
5449148,321452,2005,205,-120.2234,45.7783,115299,1,1,62500.0,179.3376,166.783968,279.696714,11.674878,0.446981,1.701196,0.0,0.0,2,3,15,3,1
5449149,321453,2005,205,-120.2234,45.7783,115299,1,1,62500.0,179.3376,166.783968,279.696714,11.674878,0.446981,1.701196,0.0,0.0,2,3,15,2,1
5449150,321454,2005,205,-120.2202,45.7789,115299,1,1,0.0,184.493556,171.57900700000005,287.737995,12.01053,0.459832,1.7501060000000002,0.0,0.0,2,3,15,1,1
5449151,321455,2005,205,-120.2202,45.7789,115299,1,1,62500.0,184.493556,171.57900700000005,287.737995,12.01053,0.459832,1.7501060000000002,0.0,0.0,2,3,15,2,1
5449152,321456,2005,205,-120.2171,45.7794,115299,1,1,62500.0,159.72255,148.541972,249.104886,10.397938,0.398092,1.515128,0.0,0.0,2,3,15,2,0
5449153,321457,2005,205,-120.2171,45.7794,115299,1,1,62500.0,159.72255,148.541972,249.104886,10.397938,0.398092,1.515128,0.0,0.0,2,3,15,2,0
5449154,321458,2005,205,-120.214,45.78,115299,2,2,62500.0,361.253178,325.12786,545.239422,22.75895,0.871343,3.316304,0.0,0.0,2,3,15,3,0
5449155,321459,2005,205,-120.214,45.78,115299,2,2,62500.0,361.253178,325.12786,545.239422,22.75895,0.871343,3.316304,0.0,0.0,2,3,15,2,0
5449156,321460,2005,205,-120.1954,45.7834,115299,1,1,62500.0,110.292624,102.57214,172.013479,7.18005,0.274893,1.0462360000000002,0.0,0.0,2,3,15,2,1
5449157,321461,2005,205,-120.1954,45.7834,115299,1,1,0.0,110.292624,102.57214,172.013479,7.18005,0.274893,1.0462360000000002,0.0,0.0,2,3,15,1,1
5449159,321463,2005,205,-120.2211,45.781000000000006,115299,1,1,62500.0,179.673858,167.096688,280.221146,11.696768,0.447819,1.704386,0.0,0.0,2,3,15,2,1
5449160,321464,2005,205,-120.2211,45.781000000000006,115299,1,1,62500.0,179.673858,167.096688,280.221146,11.696768,0.447819,1.704386,0.0,0.0,2,3,15,3,1
5449161,321465,2005,205,-120.2179,45.7816,115299,1,1,62500.0,150.41941200000005,139.890053,234.595619,9.792304,0.374905,1.426879,0.0,0.0,2,3,15,2,0
5449162,321466,2005,205,-120.2179,45.7816,115299,1,1,62500.0,150.41941200000005,139.890053,234.595619,9.792304,0.374905,1.426879,0.0,0.0,2,3,15,2,0
